"offer_id","shop_id","model_id"
"622662",17019,14206636
"462725",17019,12502221
"514997",17019,13188749
"489660",17019,12926833
"516259",17019,12823985
"516953",17019,13091545
"319293",17019,11031637
"614431",17019,14187934
"557801",17019,13521855
"498111",17019,13107679
"488745",17019,12259780
"577334",17019,13098249
"453322",17019,12917144
"524303",17019,13579073
"541537",17019,14001595
"485478",17019,12796025
"339884",17019,11133671
"549802",17019,13325395
"583811",17019,13848320
"617317",17019,13769852
"473048",17019,12260525
"534369",17019,13573964
"554988",17019,11742253
"522345",17019,13529995
"492669",17019,13061479
"624611",17019,14206636
"611952",17019,14176349
"377258",17019,12286049
"514999",17019,13188751
"522343",17019,13340782
"560303",17019,13922107
"585364",17019,13922107
"485458",17019,12858630
"577328",17019,13521855
"440063",17019,12473802
"477323",17019,11884491
"239528",17019,10495456
"560053",17019,13760826
"518633",17019,12675740
"589965",17019,13887284
"526070",17019,13325393
"512141",17019,13332716
"551970",17019,13747914
"493297",17019,12907407
"600932",17019,13997510
"557688",17019,13861857
"518652",17019,12625611
"510484",17019,12926830
"543869",17019,13778007
"609757",17019,13869827
"601142",17019,13618832
"515679",17019,13043110
"363544",17019,11133773
"557656",17019,13935227
"588709",17019,13997510
"405322",17019,11055921
"589847",17019,14020941
"627416",17019,14238006
"559603",17019,13521876
"368769",17019,11927009
"473046",17019,12260525
"376460",17019,10790095
"478535",17019,12595940
"633169",17019,14195915
"623278",17019,14112311
"559594",17019,13486413
"559425",17019,13889382
"523739",17019,13188751
"492456",17019,12259780
"633161",17019,14193971
"247617",17019,10500342
"453325",17019,12206544
"473049",17019,12260525
"614430",17019,14187934
"583817",17019,13978402
"557812",17019,13521946
"515003",17019,11927009
"589816",17019,13907205
"554686",17019,13747917
"624627",17019,14206711
"380480",17019,12458230
"633166",17019,14193971
"587191",17019,14124399
"538616",17019,13747871
"626329",17019,13995447
"485460",17019,12858630
"488767",17019,12741399
"319298",17019,11031818
"504670",17019,13208005
"484058",17019,13083992
"588708",17019,13997510
"462724",17019,12502221
"508577",17019,13091545
"488856",17019,13006288
"252315",17019,10505226
"535336",17019,13778007
"569416",17019,13995447
"453323",17019,12206544
"615341",17019,13935227
"626328",17019,14000658
"625998",17019,13485518
"626314",17019,13485515
"624610",17019,14206636
"535338",17019,13814762
"499071",17019,12434799
"588721",17019,14143486
"453328",17019,11740914
"501278",17019,13059919
"464065",17019,12741390
"522346",17019,13529995
"485468",17019,12859246
"499329",17019,12672696
"598929",17019,13718357
"560336",17019,13747914
"601141",17019,13091504
"588719",17019,14143486
"365864",17019,11145542
"507678",17019,13238495
"483698",17019,12858235
"600929",17019,13997510
"557809",17019,13486418
"440075",17019,12473802
"585403",17019,13848325
"351042",17019,10506565
"506358",17019,11055921
"619188",17019,13898934
"587180",17019,13910826
"462980",17019,12568232
"485461",17019,12859245
"524302",17019,13579073
"631440",17019,14257988
"589817",17019,13907205
"534364",17019,13573967
"533162",17019,13480226
"405362",17019,11740914
"559600",17019,13521876
"613483",17019,13486418
"239529",17019,10495456
"524301",17019,13579073
"618097",17019,13486418
"528143",17019,13430928
"477442",17019,12839831
"512521",17019,12911818
"501276",17019,13059919
"522344",17019,13529995
"247618",17019,10500341
"521000",17019,13181890
"588150",17019,14000658
"514980",17019,13366938
"521017",17019,13340782
"609739",17019,13869827
"491184",17019,12840970
"524304",17019,13485518
"624608",17019,14206636
"549823",17019,13486416
"319299",17019,11031818
"534421",17019,13574598
"601138",17019,13922107
"521245",17019,13471376
"623203",17019,13951788
"557690",17019,13434051
"515001",17019,13188751
"524429",17019,13485515
"319252",17019,11031621
"609723",17019,13969254
"613486",17019,13521855
"528687",17019,13584121
"518659",17019,13191404
"598909",17019,13995447
"473544",17019,12854962
"559584",17019,13486413
"534370",17019,13573964
"518638",17019,12625611
"549824",17019,13486416
"560056",17019,14012753
"612645",17019,12251146
"319292",17019,11031637
"454308",17019,10566604
"484057",17019,13083992
"365860",17019,11145542
"485465",17019,12859246
"452832",17019,12917144
"618807",17019,13898925
"549798",17019,13854144
"454742",17019,12568545
"512525",17019,13238884
"523756",17019,13340782
"623272",17019,14224352
"516044",17019,12790257
"488770",17019,12741399
"588707",17019,13997510
"453320",17019,12206544
"600279",17019,14145474
"549825",17019,13486416
"556310",17019,13098321
"371302",17019,12117544
"531173",17019,13485518
"495457",17019,12840934
"381333",17019,11892571
"562758",17019,13573967
"528684",17019,13485518
"624615",17019,14206682
"451333",17019,12522364
"485876",17019,12840987
"533000",17019,13568581
"557808",17019,13486418
"549821",17019,13486416
"452444",17019,12260784
"557813",17019,13521946
"604491",17019,14124647
"624086",17019,13898917
"289799",17019,10853228
"551060",17019,13747914
"520684",17019,13366938
"522624",17019,13479510
"510641",17019,13091545
"624049",17019,13340756
"494876",17019,12790257
"557800",17019,13521855
"562765",17019,13573972
"545826",17019,13804120
"370562",17019,11927009
"472388",17019,12693726
"569445",17019,14000658
"600934",17019,13997510
"535337",17019,13778007
"556406",17019,13769852
"516258",17019,13192693
"493983",17019,13059919
"518636",17019,12625612
"452447",17019,12260784
"516987",17019,11927009
"589945",17019,13627163
"626315",17019,13485515
"556096",17019,13769851
"484060",17019,12785289
"599886",17019,13922107
"518639",17019,12625612
"477105",17019,12587263
"523094",17019,13325392
"456018",17019,12259783
"368767",17019,12340881
"487632",17019,12873414
"588269",17019,13972482
"516262",17019,12923933
"485428",17019,12858631
"501657",17019,12426766
"510282",17019,13020949
"485875",17019,12840987
"520273",17019,13188751
"550303",17019,13779434
"455910",17019,12473123
"615504",17019,14045855
"494875",17019,12790257
"613766",17019,13869915
"523818",17019,11900460
"508563",17019,13227089
"485464",17019,12859245
"377632",17019,12260484
"83291",430,13920620
"80900",430,13573967
"80721",430,13485190
"69767",430,11028534
"83755",430,13898925
"80876",430,13548917
"80398",430,13325392
"83287",430,13962909
"79857",430,12757190
"83425",430,14121770
"83718",430,14193258
"80289",430,13188752
"79851",430,12840934
"70852",430,12259887
"80578",430,13485515
"83607",430,14221048
"80155",430,13207923
"70559",430,12692902
"83759",430,14124403
"80372",430,13227114
"70488",430,11552877
"80943",430,13846014
"70562",430,12535603
"81139",430,13937483
"70523",430,12607300
"69826",430,11159627
"80376",430,13091545
"83497",430,14127718
"79918",430,13059919
"80775",430,12741399
"83869",430,12797201
"80877",430,13548917
"69809",430,11133772
"83436",430,13777953
"83886",430,13443705
"80170",430,13332716
"70867",430,12221265
"83292",430,13920620
"80287",430,13188751
"80636",430,13343800
"83288",430,13962909
"70346",430,12847131
"70540",430,10532476
"69823",430,10829065
"80954",430,13854097
"70849",430,12259788
"81096",430,13769851
"80009",430,13083986
"83710",430,14162579
"83478",430,14112118
"83678",430,13962910
"80582",430,13485518
"80771",430,13795567
"84048",430,14180415
"83462",430,14015369
"71039",430,12757190
"80329",430,13188749
"79847",430,12859245
"83764",430,14223037
"83307",430,13957268
"81156",430,14143486
"70373",430,12260784
"79855",430,12840990
"80373",430,13227114
"83459",430,14016729
"81205",430,13889382
"79856",430,12840990
"84049",430,14180415
"80631",430,13343759
"83724",430,14221048
"81181",430,13486418
"70410",430,12259783
"70871",430,12568234
"80842",430,13778007
"83527",430,13747914
"80159",430,13238495
"81141",430,13956001
"80445",430,13340782
"83668",430,14187934
"80648",430,13343760
"83958",430,12797203
"63143",430,10670973
"83982",430,14195915
"81107",430,13914150
"81090",430,13521855
"83719",430,14221048
"83488",430,13869827
"79953",430,13091504
"83320",430,13486413
"83306",430,14014141
"83765",430,13898917
"83793",430,14127718
"83293",430,13988672
"80390",430,12889306
"70731",430,12587263
"84017",430,14193992
"80725",430,13568583
"70962",430,12733184
"70269",430,12917144
"80611",430,13279461
"80942",430,13747871
"80216",430,13223714
"81157",430,14143486
"71013",430,10566604
"83873",430,12797203
"80500",430,12568545
"81022",430,13486416
"83817",430,14195355
"83455",430,14052432
"80609",430,13279461
"83669",430,14187934
"83959",430,13443705
"83677",430,13849550
"80191",430,13227097
"57786",430,10505226
"69896",430,11154270
"70859",430,12260273
"83882",430,13479485
"80838",430,13488755
"83608",430,14221048
"83458",430,13999276
"83308",430,13848320
"80386",430,13472422
"80025",430,13019194
"80375",430,13091545
"70703",430,12251147
"81070",430,13957268
"83522",430,14016729
"80627",430,12882423
"80280",430,13279468
"69811",430,10771063
"83898",430,14014174
"84013",430,12867173
"81174",430,13922102
"83890",430,13922107
"79893",430,13066436
"69852",430,12323116
"80618",430,13343801
"80254",430,13091545
"79861",430,13061479
"71036",430,12259780
"83521",430,14128491
"80404",430,12902511
"80659",430,13904718
"80015",430,13205017
"79887",430,12933416
"79962",430,13098321
"70905",430,12799011
"70024",430,10967066
"83757",430,13898925
"69806",430,11034801
"80154",430,13204367
"81152",430,13997510
"80620",430,13343801
"80661",430,13904718
"80509",430,13368077
"70863",430,12502043
"81154",430,13969254
"81130",430,13920626
"80548",430,13083986
"70501",430,12411656
"83745",430,14128479
"83961",430,13313433
"80197",430,12923933
"80377",430,13280359
"80681",430,13475011
"80820",430,13324567
"80331",430,12260185
"80030",430,13098365
"80577",430,13485515
"69832",430,11034799
"70786",430,12206544
"80836",430,12568545
"83818",430,14124399
"69812",430,10623749
"83317",430,13521876
"80701",430,13443858
"79784",430,12899756
"80189",430,13223742
"70704",430,12678790
"83973",430,13997510
"80658",430,13904718
"83744",430,14012753
"81026",430,13434051
"83895",430,13985690
"80637",430,12797203
"83319",430,13486413
"80295",430,13188751
"81039",430,13889384
"80974",430,13887284
"80553",430,13188749
"80793",430,14140522
"83878",430,14112116
"70368",430,12831087
"80476",430,13280358
"83327",430,14012753
"80683",430,13475011
"83883",430,13479485
"80432",430,13054761
"83321",430,13486413
"83792",430,14226305
"83302",430,13903973
"83520",430,13747917
"79852",430,12840934
"79859",430,12757189
"79854",430,12840990
"83795",430,14127718
"70425",430,12522364
"70329",430,12413672
"83896",430,13985690
"80531",430,12568545
"80700",430,13325393
"83741",430,14223123
"83986",430,14257988
"80296",430,13188751
"83611",430,13485529
"83461",430,14015369
"81213",430,13910826
"83492",430,13994382
"83712",430,14162580
"81121",430,14018542
"71015",430,12260525
"80723",430,13568581
"83879",430,14112116
"81198",430,13769856
"80352",430,13443862
"80812",430,13623488
"70505",430,12251146
"80169",430,13545774
"79736",430,12840984
"83538",430,14128491
"83412",430,14261092
"83902",430,14264433
"83758",430,14124403
"83490",430,13978402
"83816",430,14112311
"80328",430,13188749
"81066",430,13055418
"70233",430,11133774
"80635",430,13343800
"83345",430,13995447
"80157",430,13238495
"80477",430,10771381
"70904",430,12799008
"80821",430,13324567
"83862",430,14221035
"80778",430,13743248
"69810",430,11133772
"81038",430,13914150
"70560",430,12692902
"80580",430,13485518
"83865",430,14262562
"83366",430,13978402
"83743",430,14196004
"83888",430,13479487
"83899",430,13313433
"83740",430,14223123
"83891",430,13922107
"69545",430,11145538
"80672",430,12792577
"80936",430,13869827
"70487",430,11742253
"80623",430,13085302
"83747",430,14045888
"83820",430,14226306
"80872",430,13831011
"83903",430,13229262
"80347",430,13573769
"80330",430,13188749
"83762",430,14112311
"69805",430,11034801
"83870",430,12797201
"83430",430,13995447
"69827",430,11159627
"80277",430,13225223
"70527",430,12251147
"83821",430,14167337
"70872",430,12568234
"70504",430,12251146
"83984",430,14193971
"83409",430,13747875
"83305",430,14014141
"69833",430,11034799
"81097",430,13769852
"80381",430,13083989
"83884",430,13479485
"80680",430,13443702
"83989",430,14257988
"81175",430,13855942
"79692",430,12741399
"70235",430,11133773
"83985",430,14193971
"80128",430,13280358
"80811",430,13623488
"79886",430,12907407
"84038",430,14264433
"71575",430,12582566
"79686",430,12675734
"80645",430,13343760
"80357",430,13083989
"80209",430,13091545
"69780",430,12088260
"80937",430,13869827
"84029",430,14196191
"80632",430,13343759
"70785",430,12206544
"81176",430,13944517
"70515",430,12693726
"80012",430,13059919
"69815",430,10506565
"70960",430,13083992
"83871",430,12797201
"71029",430,12757186
"80496",430,12926830
"80042",430,12841663
"71564",430,12757190
"70838",430,10670972
"83301",430,13903973
"83675",430,13849550
"80519",430,13325393
"71032",430,12757186
"81044",430,13747917
"74559",430,11884491
"80193",430,13328354
"69768",430,11028534
"81087",430,13902518
"83596",430,14167337
"80278",430,13225223
"70844",430,11028576
"80160",430,13083990
"79858",430,12757189
"80843",430,13778007
"80010",430,13623354
"70486",430,11742253
"81110",430,13486420
"79636",430,12840987
"83746",430,14045888
"71589",430,12858235
"80555",430,13325393
"70083",430,12323116
"83290",430,13962908
"80724",430,13568581
"80198",430,12923933
"70850",430,12259788
"81106",430,13914150
"83442",430,14261092
"83711",430,14162579
"80622",430,13085302
"83337",430,14188370
"79996",430,12434799
"80938",430,13760826
"80914",430,13743253
"83800",430,14226329
"80444",430,13340782
"83761",430,14112311
"83932",430,13443702
"83996",430,14221333
"80258",430,12847672
"83966",430,1710417828
"80192",430,13098321
"79682",430,12675734
"83342",430,14000658
"70917",430,13083992
"81124",430,14018542
"81125",430,13997519
"83791",430,14226305
"83326",430,13920620
"83304",430,13569183
"83369",430,14011035
"83676",430,13849550
"69842",430,10954810
"69361",430,10506565
"69757",430,12089499
"83294",430,13988672
"81069",430,13957266
"81042",430,13887284
"70843",430,11028534
"83477",430,14112117
"80667",430,11743391
"83887",430,13479487
"80583",430,13579073
"83344",430,13995447
"81138",430,13937483
"80670",430,12792577
"70503",430,12473174
"83435",430,13792113
"69807",430,11133772
"69843",430,10954810
"81123",430,14018542
"75317",430,11145540
"79978",430,13112901
"83832",430,14142745
"80643",430,13343760
"79694",430,12899756
"83604",430,10771063
"83407",430,13747875
"70907",430,12799011
"83340",430,14011582
"80628",430,13229262
"81111",430,13486420
"80825",430,13333463
"81173",430,14140519
"79801",430,13367670
"83695",430,14193154
"83861",430,14221035
"83748",430,14223037
"71016",430,12260525
"80663",430,13904718
"69579",430,11145538
"70299",430,12452709
"83679",430,14167337
"83987",430,14257988
"80195",430,12923930
"79929",430,13061479
"83696",430,14169157
"80224",430,13205017
"83717",430,14193154
"80261",430,13573769
"80528",430,12926830
"70943",430,12823985
"80049",430,13093472
"80770",430,13181951
"83539",430,14124399
"79853",430,12840934
"81068",430,12840970
"79885",430,12841666
"83767",430,13922102
"83416",430,14011035
"83600",430,14045855
"80819",430,13795567
"80849",430,13814762
"80647",430,13343760
"81118",430,10533046
"83666",430,14196004
"80585",430,13579073
"71014",430,10566604
"83892",430,13922107
"84050",430,14209901
"83981",430,14195915
"83874",430,12823971
"80610",430,13279461
"80166",430,13091545
"70236",430,11133773
"83364",430,13978402
"80975",430,13854144
"83411",430,13747908
"79827",430,12841666
"70376",430,12260784
"69831",430,11034799
"71017",430,12260525
"80579",430,13485515
"80624",430,12882423
"71037",430,12829009
"70257",430,12260186
"83833",430,14142745
"70502",430,12473174
"69818",430,10500133
"83491",430,10623749
"83766",430,13898917
"83601",430,14045855
"83690",430,14194903
"70253",430,12259333
"83798",430,14158836
"80368",430,13479510
